Geneid	Length	RNA-seq_Gametocyte_WT_1	RNA-seq_Gametocyte_WT_2	RNA-seq_Gametocyte_WT_3	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_0810300	1827	1431	470	133	134	349	76
PBANKA_0810400	1422	899	375	131	141	283	90
PBANKA_0810500	396	2782	2007	693	1300	1627	600
PBANKA_0810600	3882	5508	2730	190	472	2012	179
PBANKA_0810700	990	50201	41004	14818	18368	43259	13924
PBANKA_0810800	1689	2214	881	332	156	605	72
PBANKA_0810900	2790	6626	2534	714	961	1883	608
PBANKA_0811000	351	621	538	193	185	621	142
PBANKA_0811100	4092	1210	524	198	243	488	230
PBANKA_0811200	3261	593	297	91	54	170	56
PBANKA_0811300	3483	9653	3708	803	1372	2719	1487
PBANKA_0811400	7386	16053	5825	389	1717	5767	1362
PBANKA_0811500	1290	689	343	135	93	363	67
PBANKA_0811600	3033	1010	361	132	120	278	77
PBANKA_0811700	600	774	456	180	180	378	136
PBANKA_0811800	1725	3866	1803	625	277	884	211
PBANKA_0811900	1305	584	477	151	140	291	61
PBANKA_0812000	1614	3806	1915	650	729	1373	482
PBANKA_0812100	948	1531	1073	524	423	1471	239
PBANKA_0812200	2571	6359	3743	732	913	2291	519
PBANKA_0812300	615	1351	608	153	129	403	105
PBANKA_0812400	9264	575	242	30	47	159	45
PBANKA_0812500	3585	524	226	73	73	195	59
PBANKA_0812600	630	23195	14227	4091	1142	8748	1099
PBANKA_0812700	1230	2425	965	387	155	692	159
PBANKA_0812800	2835	7124	4954	2194	2206	4210	1660
PBANKA_0812900	777	22760	15814	5776	5318	12970	4199
PBANKA_0813000	1065	6829	3681	1598	1256	3650	742
PBANKA_0813100	4593	1540	437	146	128	479	98
PBANKA_0813200	1257	512	199	64	44	186	27
PBANKA_0813300	1368	8155	5221	1927	1941	5977	892
PBANKA_0813400	1362	1471	728	288	282	548	151
PBANKA_0813500	744	1700	1415	427	469	937	316
PBANKA_0813600	3036	2532	983	303	105	433	145
PBANKA_0813700	261	64	66	30	14	43	8
PBANKA_0813800	1725	1216	573	174	224	474	156
PBANKA_0813900	960	1321	493	212	98	523	74
PBANKA_0814000	438	714	557	168	139	365	94
PBANKA_0814100	2331	387	154	60	55	174	61
PBANKA_0814200	774	2633	2128	628	297	1157	120
PBANKA_0814300	1764	475	267	69	104	256	57
PBANKA_0814400	528	432	355	107	71	472	36
PBANKA_0814500	1314	5268	3508	1269	1500	2968	789
PBANKA_0814600	3213	352	124	50	66	161	76
PBANKA_0814700	1857	528	208	104	50	207	31
PBANKA_0814800	228	468	631	303	424	506	249
PBANKA_0814900	2667	174	71	46	37	104	40
PBANKA_0815000	2295	609	325	105	197	294	159
PBANKA_0815100	3177	12299	4277	1338	1255	4562	916
PBANKA_0815200	1296	2230	1398	617	413	1291	239
PBANKA_0815300	2139	1107	432	162	146	444	110
PBANKA_0815400	750	41973	38019	8951	10382	23809	6394
PBANKA_0815500	4428	9013	2703	709	794	2462	530
PBANKA_0815600	309	1042	754	207	87	348	77
PBANKA_0815700	1476	17343	9728	3282	3897	8484	2634
PBANKA_0815800	624	1027	669	226	196	641	133
PBANKA_0815900	1494	8853	2584	795	847	2851	596
PBANKA_0816000	1638	3664	1305	484	442	1065	239
PBANKA_0816100	480	2221	1222	373	544	1104	481
PBANKA_0816200	942	4442	2775	838	222	714	302
PBANKA_0816300	2064	4083	1855	666	466	1551	343
PBANKA_0816400	3900	7270	3346	574	1013	2628	628
PBANKA_0816500	2064	446	140	32	54	94	55
PBANKA_0816600	705	403	304	102	28	237	28
PBANKA_0816700	573	2429	1599	600	543	1096	231
PBANKA_0816800	654	12597	10811	3326	3500	9058	1368
PBANKA_0816900	471	2059	1582	496	279	1427	162
PBANKA_0817000	3762	11812	4233	1272	1067	2838	683
PBANKA_0817100	537	2074	1176	277	487	1039	218
PBANKA_0817200	3000	1079	328	123	134	408	82
PBANKA_0817300	840	743	504	174	174	389	99
PBANKA_0817400	5658	1302	636	235	191	806	241
PBANKA_0817500	888	134	39	30	23	104	21
PBANKA_0817600	663	163	92	25	13	78	24
PBANKA_0817700	1035	2083	1092	362	309	738	378
PBANKA_0817800	147	296	160	77	56	219	43
PBANKA_0817900	834	540	230	62	88	198	44
PBANKA_0818000	5529	10271	3105	668	982	3431	422
PBANKA_0818100	1683	1296	591	200	54	299	51
PBANKA_0818200	975	614	371	144	91	273	68
PBANKA_0818300	1014	167	76	40	18	58	28
PBANKA_0818400	4425	1132	598	50	114	446	122
PBANKA_0818500	1998	5899	2520	877	1378	2837	454
PBANKA_0818600	2349	829	434	164	172	393	115
PBANKA_0818700	1017	134	109	51	36	118	31
PBANKA_0818800	1326	331	179	71	73	147	31
PBANKA_0818900	1956	19569	7097	2913	2617	4478	1518
PBANKA_0819000	1188	64161	53991	27825	28017	95852	9631
PBANKA_0819100	447	1347	897	354	368	821	216
PBANKA_0819200	948	2727	1819	585	817	1389	364
PBANKA_0819300	942	2620	1514	447	461	899	299
PBANKA_0819400	4821	3432	1388	359	511	1046	336
PBANKA_0819450	1447	1498	999	514	552	1100	235
PBANKA_0819500	1902	1560	664	194	174	578	133
PBANKA_0819600	1533	727	517	146	130	360	59
PBANKA_0819700	1596	2291	2154	641	464	1132	648
PBANKA_0819800	2904	6488	3669	999	1010	2534	695
PBANKA_0819900	804	16740	7025	2340	630	2638	760
PBANKA_0820000	1146	1766	1065	490	297	997	285
PBANKA_0820100	732	1122	1017	285	173	664	117
PBANKA_0820200	621	181	312	91	119	254	83
PBANKA_0820300	1530	1930	833	271	256	558	129
PBANKA_0820400	1464	58	39	9	11	38	6
PBANKA_0820500	1557	10	6	5	13	13	8
PBANKA_0820600	729	180	95	38	25	101	21
PBANKA_0820700	3021	4772	1180	396	290	1521	324
PBANKA_0820800	7557	3508	1240	97	274	1602	282
PBANKA_0820900	1632	19	16	8	8	23	21
PBANKA_0821000	738	335	227	77	49	276	37
PBANKA_0821100	2793	5156	2218	673	493	1735	476
PBANKA_0821200	561	15541	14971	3654	1626	7996	1294
PBANKA_0821300	4419	659	205	70	179	304	105
PBANKA_0821400	576	11771	12552	4040	2560	18421	1228
PBANKA_0821500	3477	854	286	120	163	375	124
PBANKA_0821600	1509	1278	315	165	224	732	173
PBANKA_0821700	1524	2244	1375	498	476	887	308
PBANKA_0821800	1476	841	444	220	225	674	201
PBANKA_0821900	492	790	832	425	445	1390	322
PBANKA_0822000	717	306	152	54	92	228	43
PBANKA_0822100	6234	1809	746	240	346	852	224
PBANKA_0822200	1458	1063	518	200	155	582	76
PBANKA_0822300	732	278	137	43	25	108	17
PBANKA_0822400	1314	113	35	38	19	67	25
PBANKA_0822500	4857	3050	1048	304	217	916	189
PBANKA_0822600	1497	1283	524	185	164	442	90
PBANKA_0822700	1002	1559	1122	315	174	809	112
PBANKA_0822800	663	1079	1013	321	78	427	66
PBANKA_0822900	2394	9372	3587	1177	1050	2450	732
PBANKA_0823000	4155	12874	5479	751	1812	3486	840
PBANKA_0823100	1209	33829	29003	7817	11643	17195	6167
PBANKA_0823200	927	30489	25374	7036	8918	18649	5715
PBANKA_0823300	2868	3912	1069	266	491	1103	343
PBANKA_0823400	1251	10810	4910	2171	2230	4585	999
PBANKA_0823500	1662	2335	1333	461	357	1137	234
PBANKA_0823600	1029	2483	1883	623	429	1367	371
PBANKA_0823700	11175	4645	1183	437	487	1731	544
PBANKA_0823800	903	135	73	30	38	109	23
PBANKA_0823900	1008	560	311	118	72	179	39
PBANKA_0824000	696	437	177	54	35	165	41
PBANKA_0824100	2256	690	366	129	116	323	93
PBANKA_0824200	2448	3559	2109	555	423	1290	374
PBANKA_0824300	2973	8839	3122	549	642	2509	646
PBANKA_0824400	792	15621	10229	2840	1774	4867	1486
PBANKA_0824500	1164	197	87	34	40	135	27
PBANKA_0824600	816	710	345	143	213	492	206
PBANKA_0824700	1929	4875	2146	716	1321	1956	888
PBANKA_0824800	600	2301	1642	590	898	1113	528
PBANKA_0824900	3204	2474	1123	413	666	1131	369
PBANKA_0825000	1791	562	395	170	57	256	66
PBANKA_0825100	2646	532	203	85	128	301	94
PBANKA_0825200	1119	890	384	131	235	386	115
PBANKA_0825300	1965	1858	537	182	184	643	195
PBANKA_0825400	3492	2222	763	316	307	916	176
PBANKA_0825500	5193	37394	11646	2674	4384	13028	3758
PBANKA_0825600	1731	1005	539	206	83	346	67
PBANKA_0825700	264	7874	8515	2318	1170	4190	630
PBANKA_0825800	657	2327	1712	500	116	292	33
PBANKA_0825900	1059	15501	12412	3585	3112	8118	1744
PBANKA_0826000	942	598	317	131	53	225	32
PBANKA_0826100	1668	164	35	25	19	66	17
PBANKA_0826200	1455	2238	1293	420	406	886	233
PBANKA_0826300	384	744	498	116	191	366	110
PBANKA_0826400	387	2474	2570	1282	1587	3758	1011
PBANKA_0826500	1344	1909	1582	1039	1277	3311	564
PBANKA_0826600	4110	1994	768	284	371	725	275
PBANKA_0826700	669	7927	3655	1952	1042	3352	549
PBANKA_0826800	3783	2438	1034	418	296	854	202
PBANKA_0826900	8796	14889	3046	175	835	5194	1227
PBANKA_0827000	156	15	5	2	24	21	12
PBANKA_0827100	3333	12101	4946	1367	1069	2431	630
PBANKA_0827200	1542	1026	307	209	119	332	35
PBANKA_0827300	4371	3546	1231	256	538	1378	1016
PBANKA_0827400	3957	17683	8007	2257	2725	6930	2655
PBANKA_0827500	2631	3461	1015	325	490	930	231
PBANKA_0827600	3312	10227	4509	795	1217	2848	479
PBANKA_0827700	645	454	306	98	114	231	50
PBANKA_0827800	468	859	467	176	87	392	89
PBANKA_0827900	579	690	482	140	107	326	87
PBANKA_0828000	3702	16784	5979	990	1762	4978	1734
PBANKA_0828100	2028	7000	3079	661	1359	2249	932
PBANKA_0828200	2388	5108	1863	397	343	1023	204
PBANKA_0828300	339	1096	734	391	354	1378	259
PBANKA_0828400	1527	3612	1654	575	287	1335	227
PBANKA_0828500	927	2232	1644	481	547	1313	441
PBANKA_0828600	825	1936	1445	432	762	1282	464
PBANKA_0828700	1062	1764	962	416	290	699	208
PBANKA_0828800	312	2982	2766	2512	3767	10105	1728
PBANKA_0828900	1125	9287	7536	2229	787	2973	661
PBANKA_0829000	1899	1128	655	269	179	594	126
PBANKA_0829100	591	1186	863	321	207	565	134
PBANKA_0829200	672	829	460	128	142	418	60
PBANKA_0829300	396	159	222	47	52	139	14
PBANKA_0829400	327	392	216	138	84	503	51
PBANKA_0829500	3669	821	311	106	114	365	165
PBANKA_0829600	1803	518	248	102	81	344	189
PBANKA_0829700	606	1777	1073	333	226	569	77
PBANKA_0829800	1167	1606	801	323	188	500	98
PBANKA_0829900	870	698	539	160	196	401	90
PBANKA_0830000	840	2307	1095	360	267	879	191
PBANKA_0830100	1830	544	276	90	82	245	85
PBANKA_0830200	4065	20548	4769	2222	1450	4101	735
PBANKA_0830300	618	2571	1997	579	516	747	379
PBANKA_0830400	819	42246	38138	9277	11404	18208	6809
PBANKA_0830450	1035	1578	652	251	155	423	105
PBANKA_0830500	297	396	51	25	9	59	13
PBANKA_0830600	501	452	260	95	58	273	37
PBANKA_0830700	1575	3782	1546	647	545	1500	551
PBANKA_0830800	3234	2060	415	164	251	367	182
PBANKA_0830900	1914	5165	1636	627	259	934	220
PBANKA_0831000	5376	10490	6393	494	1076	4322	276
PBANKA_0831100	2355	5204	2370	699	470	1585	354
PBANKA_0831200	3819	11877	3809	1074	790	2775	846
PBANKA_0831300	1782	1116	384	155	104	384	55
PBANKA_0831400	1248	501	244	122	54	221	23
PBANKA_0831500	12465	5989	1552	314	439	1673	460
PBANKA_0831600	1263	4066	1793	476	227	1307	207
PBANKA_0831700	576	518	293	126	85	219	73
PBANKA_0831800	2391	1480	810	377	153	646	96
PBANKA_0831900	1641	709	438	140	81	339	46
PBANKA_0832000	687	379	55	32	125	472	58
PBANKA_0832100	1644	314	182	43	91	131	33
PBANKA_0832200	903	339	231	89	49	101	39
PBANKA_0832300	627	490	176	51	75	258	53
PBANKA_0832400	753	1638	839	299	107	633	99
PBANKA_0832500	1962	4043	1975	478	427	1210	309
PBANKA_0832600	828	918	484	141	149	514	101
PBANKA_0832700	825	1960	772	417	18	157	14
PBANKA_0832800	306	502	322	108	131	236	65
PBANKA_0832900	2919	1178	501	212	247	518	140
PBANKA_0833000	525	4733	3370	5043	4875	11144	1995
PBANKA_0833100	1482	3119	1559	539	503	1086	425
PBANKA_0833200	1263	2638	1750	544	534	1117	325
PBANKA_0833300	1569	1810	871	323	293	880	158
PBANKA_0833400	666	674	292	174	97	471	57
PBANKA_0833500	2865	441	130	57	105	271	64
PBANKA_0833600	3873	1618	383	160	265	520	161
PBANKA_0833700	651	1125	775	389	182	938	78
PBANKA_0833800	2178	2255	1010	348	244	862	179
PBANKA_0833900	2151	3536	1351	473	190	616	134
PBANKA_0834000	651	1200	593	171	153	453	67
PBANKA_0834100	2676	3255	815	302	291	1104	170
PBANKA_0834200	813	710	265	93	97	284	45
PBANKA_0834300	3729	5376	1512	556	548	1775	266
PBANKA_0834400	1440	5779	3409	1218	1296	2537	783
PBANKA_0834500	603	838	758	277	231	586	120
PBANKA_0834600	2121	7213	2974	1051	694	2124	326
PBANKA_0834700	837	1621	1397	383	436	1311	292
PBANKA_0834800	1662	691	273	93	146	277	66
PBANKA_0834900	2949	2971	1107	384	322	973	185
PBANKA_0835000	447	452	190	70	72	231	43
PBANKA_0835100	417	445	263	64	61	187	41
PBANKA_0835200	636	1613	1164	390	378	692	213
PBANKA_0835300	708	1992	1475	611	610	1513	389
PBANKA_0835400	570	2708	1761	757	509	2709	220
PBANKA_0835500	1329	7029	3803	1147	1018	2696	698
PBANKA_0835600	1026	2227	1180	420	180	337	50
PBANKA_0835700	1464	210	55	22	22	119	23
PBANKA_0835800	579	670	278	115	54	366	37
PBANKA_0835900	219	350	278	131	77	289	48
PBANKA_0836000	3495	1450	1097	180	219	679	153
PBANKA_0836100	366	235	110	80	30	268	23
PBANKA_0836200	2097	1437	607	208	185	455	101
PBANKA_0836300	4050	10121	2732	837	1006	3189	637
PBANKA_0836400	366	135	44	21	11	110	12
PBANKA_0836500	669	554	496	133	61	273	31
PBANKA_0836550	468	47	28	13	5	33	9
PBANKA_0836600	510	151	66	33	21	56	24
PBANKA_0836700	1260	564	342	112	44	146	32
PBANKA_0836800	993	2335	1262	309	430	1149	268
PBANKA_0836850	933	10	1	2	2	6	5
PBANKA_0836900	1020	446	286	76	60	133	6
PBANKA_0836921	954	14	2	4	2	10	6
PBANKA_0836941	741	33	12	3	8	15	0
PBANKA_0836961	1023	98	22	3	5	19	2
PBANKA_0836981	1935	25	17	7	3	11	2
PBANKA_0837001	939	455	257	52	14	30	11
PBANKA_0837021	2007	3	1	0	0	0	1
PBANKA_0837041	777	0	0	0	0	0	0
PBANKA_0837061	312	0	0	0	0	0	0
PBANKA_0837081	843	70	17	11	1	8	5
PBANKA_0837101	990	358	77	15	20	42	3
PBANKA_0837121	927	217	62	28	168	560	4
PBANKA_0837141	981	444	103	17	69	181	3
PBANKA_0837161	927	1	25	0	0	0	0
PBANKA_0837181	888	0	0	0	0	11	0
PBANKA_0837201	1059	0	3	0	2	2	0
PBANKA_0900600	960	0	0	0	0	0	0
PBANKA_0900900	8322	817	237	14	45	230	44
PBANKA_0901000	984	3356	2985	888	673	2334	270
PBANKA_0901100	3948	2288	794	147	230	800	148
PBANKA_0901200	654	1158	985	445	373	1484	204
PBANKA_0901300	5674	4689	1746	171	296	1264	244
PBANKA_0901400	465	2454	1627	482	522	1016	375
PBANKA_0901500	1605	517	262	91	86	213	63
PBANKA_0901600	3045	731	286	126	83	273	56
PBANKA_0901700	234	2094	2083	1373	2506	5681	977
PBANKA_0901800	3147	2400	745	260	151	581	120
PBANKA_0901900	8541	229241	73571	1550	16444	62009	18612
PBANKA_0902000	309	684	353	139	5	40	5
PBANKA_0902100	9696	1109	358	38	65	411	68
PBANKA_0902200	561	894	250	109	171	316	91
PBANKA_0902300	8130	18190	4920	132	1029	5005	1260
PBANKA_0902400	2316	6191	1908	629	74	257	50
PBANKA_0902500	2853	7062	2462	704	799	2214	566
PBANKA_0902600	915	670	230	121	32	101	17
PBANKA_0902700	837	487	672	193	177	313	111
PBANKA_0902800	501	119	18	10	9	35	8
PBANKA_0902900	528	39384	37948	9716	4927	24617	3904
PBANKA_0903000	1989	2885	1785	558	464	1002	347
PBANKA_0903100	981	4091	2529	740	165	683	206
PBANKA_0903200	2814	925	636	286	468	720	235
PBANKA_0903300	1128	817	373	123	128	299	63
PBANKA_0903400	2106	1560	869	348	229	707	147
PBANKA_0903500	2316	739	235	94	116	251	81
PBANKA_0903600	2445	4431	1983	488	827	1947	348
PBANKA_0903700	273	944	825	187	221	704	65
PBANKA_0903800	2898	82048	29871	7524	8283	26839	5500
PBANKA_0903900	2940	1338	440	160	148	492	84
PBANKA_0904000	1791	1861	1168	654	755	3473	291
PBANKA_0904100	624	1339	993	314	394	673	188
PBANKA_0904200	1479	9949	4836	1315	810	3752	649
PBANKA_0904300	786	811	678	231	274	841	146
PBANKA_0904400	924	977	357	96	67	238	68
PBANKA_0904500	1098	1480	558	186	207	549	101
PBANKA_0904600	3576	9812	4630	1045	272	966	314
PBANKA_0904700	120	2218	1825	625	750	1873	438
PBANKA_0904800	888	1917	572	219	66	259	70
PBANKA_0904900	390	667	533	660	1096	2055	361
PBANKA_0905000	249	1949	1495	792	799	3634	410
PBANKA_0905100	1083	432	328	99	89	226	82
PBANKA_0905200	2358	3874	2364	688	717	1966	335
PBANKA_0905300	2481	1921	976	384	203	654	185
PBANKA_0905400	717	666	388	168	37	256	41
PBANKA_0905500	2541	1559	705	222	178	768	112
PBANKA_0905600	468	6271	5237	1417	3031	3571	1954
PBANKA_0905700	1005	978	421	118	155	329	90
PBANKA_0905800	978	822	463	207	148	498	97
PBANKA_0905900	4191	101094	38199	7197	7521	34143	5771
PBANKA_0906000	1047	470	155	46	37	150	44
PBANKA_0906100	1200	329	244	76	66	192	64
PBANKA_0906200	828	1993	1098	310	155	752	111
PBANKA_0906300	1605	355	171	64	71	199	30
PBANKA_0906400	432	2986	2087	1625	1476	6603	742
PBANKA_0906500	381	3108	1789	600	213	1504	134
PBANKA_0906600	1443	1831	803	292	309	827	163
PBANKA_0906700	4608	6478	2255	834	482	1456	254
PBANKA_0906800	702	94	12	4	17	36	9
PBANKA_0906900	7011	17087	4052	157	1020	4615	929
PBANKA_0907000	1899	2266	797	274	196	649	135
PBANKA_0907100	1608	52842	35372	9873	5624	22711	3429
PBANKA_0907200	1188	2187	1301	383	507	1039	312
PBANKA_0907300	936	980	447	195	123	543	53
PBANKA_0907400	771	1110	383	184	70	404	31
PBANKA_0907500	900	3421	1835	563	204	708	164
PBANKA_0907600	792	597	233	97	56	582	39
PBANKA_0907700	2913	2830	1102	334	382	1414	404
PBANKA_0907800	336	1124	715	274	439	817	210
PBANKA_0907900	6483	221450	72947	1332	15093	59492	11436
PBANKA_0908000	2421	2374	777	226	145	688	103
PBANKA_0908100	5268	2626	772	241	338	832	178
PBANKA_0908200	2103	1884	758	267	179	761	188
PBANKA_0908300	5859	7068	2475	423	817	2449	767
PBANKA_0908400	4599	2302	557	115	135	679	88
PBANKA_0908500	4890	13158	4007	870	576	2118	248
PBANKA_0908600	501	382	539	177	220	489	163
PBANKA_0908700	1095	2949	1501	483	367	917	158
PBANKA_0908800	948	6186	4415	1103	490	1635	141
PBANKA_0908900	390	2379	2158	499	635	1325	361
PBANKA_0909000	1902	294	190	51	22	166	36
PBANKA_0909100	597	660	442	207	134	640	63
PBANKA_0909200	6108	2696	915	207	252	848	184
PBANKA_0909300	1545	797	438	104	126	277	45
PBANKA_0909400	1785	2031	958	293	127	405	90
PBANKA_0909500	1743	4998	3363	1045	1178	2461	901
PBANKA_0909600	6579	18656	6114	449	1463	4684	1586
PBANKA_0909700	1125	346	155	170	40	592	20
PBANKA_0909800	4443	941	525	115	180	414	128
PBANKA_0909900	4887	3936	1457	366	377	1307	299
PBANKA_0910000	5193	5458	2424	372	524	1879	256
PBANKA_0910100	1569	483	230	88	62	195	51
PBANKA_0910200	2364	6637	2062	588	774	1603	556
PBANKA_0910300	11580	11443	3617	173	1178	5131	988
PBANKA_0910400	432	75	26	1	9	32	16
PBANKA_0910500	558	32	37	18	11	28	22
PBANKA_0910600	378	334	213	77	23	226	17
PBANKA_0910700	7872	8389	2322	98	369	1732	308
PBANKA_0910800	2229	3386	999	306	57	263	47
PBANKA_0910900	444	1836	1431	493	88	511	39
PBANKA_0911000	2178	4850	2019	742	154	679	67
PBANKA_0911100	1290	2665	1420	408	39	169	19
PBANKA_0911200	510	564	540	284	363	813	119
PBANKA_0911300	1281	343	162	96	94	207	47
PBANKA_0911400	1947	1543	643	209	237	551	121
PBANKA_0911500	1341	2927	1573	441	160	575	104
PBANKA_0911600	897	1599	1380	397	460	880	408
PBANKA_0911650	200	59	263	565	610	2560	165
PBANKA_0911700	3693	14917	6857	1524	1366	3151	812
PBANKA_0911800	1104	1751	771	270	98	541	78
PBANKA_0911900	1266	454	180	66	51	184	42
PBANKA_0912000	3075	3729	1227	278	322	918	227
PBANKA_0912100	972	6543	3806	1485	918	2407	577
PBANKA_0912200	2400	670	289	111	105	272	59
PBANKA_0912300	3042	5224	1718	528	539	1384	522
PBANKA_0912400	2034	2925	1063	376	434	1119	313
PBANKA_0912500	1800	23010	9745	2751	3161	7099	3397
PBANKA_0912600	9744	24347	6181	183	934	3931	1089
PBANKA_0912700	891	2385	1103	365	470	732	327
PBANKA_0912800	444	196	97	45	17	98	17
PBANKA_0912900	231	234	161	82	19	279	17
PBANKA_0913000	5121	11118	3655	933	786	1722	436
PBANKA_0913100	1035	779	680	241	125	350	51
PBANKA_0913200	1248	1198	605	234	170	623	131
PBANKA_0913300	2940	740	291	109	105	277	83
PBANKA_0913400	1734	3743	1892	900	591	1739	286
PBANKA_0913500	693	111	43	36	12	75	10
PBANKA_0913600	1863	2710	1691	550	322	685	181
PBANKA_0913700	1485	1147	546	223	141	422	84
PBANKA_0913800	4425	2136	839	226	299	655	234
PBANKA_0913900	4692	2953	1457	370	338	1310	264
PBANKA_0914000	525	546	413	134	178	333	92
PBANKA_0914100	6288	6058	2401	154	480	1851	447
PBANKA_0914200	5535	3082	1099	307	356	1305	248
PBANKA_0914300	1272	1499	716	354	230	524	166
PBANKA_0914400	1992	6856	3067	938	1149	2118	762
PBANKA_0914500	3942	2164	652	206	266	715	243
PBANKA_0914600	2373	16990	6672	1796	1861	5269	1570
PBANKA_0914700	1995	1623	757	254	227	519	316
PBANKA_0914800	1839	236	90	49	42	119	30
PBANKA_0914900	1155	686	280	93	56	165	31
PBANKA_0915000	1671	1051	863	184	257	445	128
PBANKA_0915100	1122	129	77	39	20	61	13
PBANKA_0915200	3834	912	180	59	58	191	45
PBANKA_0915300	3093	1732	1068	299	449	771	210
PBANKA_0915400	90	4373	1068	593	658	2149	277
PBANKA_0915500	600	189	243	200	34	302	31
PBANKA_0915600	777	2812	2128	2329	1647	6383	913
PBANKA_0915700	1005	654	422	180	257	375	141
PBANKA_0915800	1089	487	362	137	106	225	102
PBANKA_0915900	4029	563	173	68	40	132	41
PBANKA_0916000	3342	696	320	104	79	221	34
PBANKA_0916100	822	8073	3341	1165	233	1768	152
PBANKA_0916200	1632	4827	2023	786	574	1387	544
PBANKA_0916300	2739	38	41	15	8	29	10
PBANKA_0916400	2328	7236	2700	410	719	2087	513
PBANKA_0916500	2157	107	33	10	8	36	32
PBANKA_0916600	3591	4023	1801	439	521	1514	452
PBANKA_0916650	411	982	985	284	233	568	174
PBANKA_0916700	792	40764	37814	9489	6604	20111	3298
PBANKA_0916800	4527	262	124	46	74	192	72
PBANKA_0916900	1338	1356	609	213	201	550	140
PBANKA_0917000	1182	2550	1395	491	131	542	80
PBANKA_0917100	1887	1527	1037	316	322	815	192
PBANKA_0917200	435	1587	1144	216	532	811	214
PBANKA_0917300	3528	775	276	69	230	406	122
PBANKA_0917400	1530	3566	1432	462	349	1014	255
PBANKA_0917500	4863	12861	3539	873	936	3823	856
PBANKA_0917700	2277	3226	931	260	383	1244	306
PBANKA_0917800	2835	1180	658	265	197	925	195
PBANKA_0917900	1356	3278	1766	695	936	1714	325
PBANKA_0917980	106	98	52	26	8	90	5
PBANKA_0917990	95	147	113	57	33	138	13
PBANKA_0918000	948	10052	6782	2819	3869	6221	1960
PBANKA_0918100	246	1372	517	292	74	722	57
PBANKA_0918200	2214	426	117	60	33	127	34
PBANKA_0918300	1503	4168	1657	667	497	1564	253
PBANKA_0918400	834	436	343	126	50	264	50
PBANKA_0918500	531	912	496	221	234	795	126
PBANKA_0918600	3051	8835	5111	1645	448	1629	296
PBANKA_0918700	1851	330	152	75	31	219	21
PBANKA_0918800	1854	754	463	151	169	346	114
PBANKA_0918900	5364	2408	788	129	161	753	103
