Geneid	Length	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_1234600	2379	387	1125	824
PBANKA_1234700	1341	51	133	32
PBANKA_1234800	570	1680	4607	1112
PBANKA_1234900	1992	385	1169	275
PBANKA_1235000	1827	128	449	67
PBANKA_1235100	315	114	461	54
PBANKA_1235200	930	132	460	87
PBANKA_1235300	471	281	546	162
PBANKA_1235400	2850	153	324	123
PBANKA_1235500	5196	132	500	97
PBANKA_1235600	1440	934	2255	429
PBANKA_1235700	4548	91	326	181
PBANKA_1235800	1011	32	109	26
PBANKA_1235900	4077	241	662	260
PBANKA_1236000	1542	21	49	21
PBANKA_1236100	1572	34	78	32
PBANKA_1236200	273	54	156	28
PBANKA_1236300	2430	168	385	175
PBANKA_1236400	1920	185	534	104
PBANKA_1236600	4593	452	2170	422
PBANKA_1236700	324	50	448	31
PBANKA_1236800	2073	296	1309	244
PBANKA_1236900	351	445	2290	222
PBANKA_1237000	825	697	1493	1803
PBANKA_1237100	26871	2058	13696	2559
PBANKA_1237200	501	609	986	589
PBANKA_1237300	1461	184	503	79
PBANKA_1237400	519	17	40	10
PBANKA_1237500	444	15	90	19
PBANKA_1237600	4935	4031	15035	1761
PBANKA_1237800	4260	5053	15237	4817
PBANKA_1237900	1605	555	1973	434
PBANKA_1238000	3033	91	270	75
PBANKA_1238100	393	2077	9020	689
PBANKA_1238200	1602	2489	4665	1658
PBANKA_1238300	360	164	784	167
PBANKA_1238400	624	291	1075	236
PBANKA_1238500	3945	208	839	346
PBANKA_1238600	2121	327	883	148
PBANKA_1238700	681	357	1305	173
PBANKA_1238800	3381	2282	5337	1529
PBANKA_1238900	3237	222	990	170
PBANKA_1239000	462	4305	37539	1765
PBANKA_1239100	1194	94	335	61
PBANKA_1239200	1098	153	254	97
PBANKA_1239300	375	18	48	15
PBANKA_1239400	705	217	994	98
PBANKA_1239500	423	152	265	111
PBANKA_1239600	2052	109	377	88
PBANKA_1239700	2670	133	434	209
PBANKA_1239800	1944	468	1063	353
PBANKA_1239900	2025	1321	2699	804
PBANKA_1240000	4776	445	1048	334
PBANKA_1240100	1308	1914	6914	1784
PBANKA_1240200	1416	246	562	178
PBANKA_1240300	4236	45	128	41
PBANKA_1240400	1107	72	225	34
PBANKA_1240500	396	66	109	38
PBANKA_1240600	894	1348	3674	974
PBANKA_1240700	855	646	1340	457
PBANKA_1240800	2097	39	89	20
PBANKA_1240900	1065	25	54	14
PBANKA_1241000	1503	525	771	333
PBANKA_1241100	969	542	1882	294
PBANKA_1241200	1083	67	179	40
PBANKA_1241300	3543	943	1910	635
PBANKA_1241400	426	41	98	17
PBANKA_1241500	1989	116	400	80
PBANKA_1241600	744	27	127	21
PBANKA_1241700	633	385	1605	180
PBANKA_1241800	2838	2406	4032	1621
PBANKA_1241900	456	840	1976	427
PBANKA_1242000	1638	173	882	138
PBANKA_1242100	993	1225	4771	524
PBANKA_1242200	534	129	211	71
PBANKA_1242300	1272	1870	3224	1061
PBANKA_1242400	1461	923	2065	952
PBANKA_1242421	73	0	4	3
PBANKA_1242441	83	15	7	8
PBANKA_1242500	1899	745	1288	642
PBANKA_1242600	375	248	1792	149
PBANKA_1242700	2811	393	991	227
PBANKA_1242800	1584	468	1225	250
PBANKA_1242900	1689	51	205	71
PBANKA_1243000	1197	292	1082	211
PBANKA_1243100	924	1053	3755	412
PBANKA_1243200	309	91	329	45
PBANKA_1243300	609	109	204	61
PBANKA_1243400	1578	59	261	42
PBANKA_1243500	711	6110	16675	4099
PBANKA_1243600	2112	198	840	166
PBANKA_1243700	609	56	129	33
PBANKA_1243800	816	22	133	34
PBANKA_1243900	4569	2815	8004	2522
PBANKA_1244000	543	321	765	142
PBANKA_1244051	73	8	8	7
PBANKA_1244100	2706	98	348	88
PBANKA_1244200	5124	1259	3202	1219
PBANKA_1244300	855	1164	2773	489
PBANKA_1244400	261	402	589	134
PBANKA_1244500	678	84	247	44
PBANKA_1244600	1557	225	444	95
PBANKA_1244700	3738	370	1068	304
PBANKA_1244800	4620	134	241	95
PBANKA_1244900	2811	144	322	122
PBANKA_1245000	1173	44	237	41
PBANKA_1245100	2808	341	1080	284
PBANKA_1245150	276	211	876	125
PBANKA_1245200	753	56268	113574	18311
PBANKA_1245300	7611	605	2315	438
PBANKA_1245400	2001	198	757	120
PBANKA_1245500	7560	624	2415	594
PBANKA_1245600	642	24	103	30
PBANKA_1245700	1251	70	245	44
PBANKA_1245800	3219	278	1024	259
PBANKA_1245821	2042	10	1	0
PBANKA_1245841	135	7379	49054	760
PBANKA_1245861	3778	11523	25023	2547
PBANKA_1245900	1239	546	918	471
PBANKA_1245920	531	0	0	0
PBANKA_1246100	798	0	0	0
PBANKA_1246121	891	0	0	0
PBANKA_1246141	876	0	0	0
PBANKA_1246161	798	584	3215	674
PBANKA_1246200	531	0	0	0
PBANKA_1246300	885	23	43	1
PBANKA_1246400	957	57	111	10
PBANKA_1246500	966	18	37	4
PBANKA_1246600	753	29	53	7
PBANKA_1246700	933	35	141	12
PBANKA_1246800	930	19	64	2
PBANKA_1246900	831	0	0	0
PBANKA_1246921	1884	0	0	0
PBANKA_1246941	726	0	0	0
PBANKA_1246961	744	0	0	0
PBANKA_1246981	987	0	2	0
PBANKA_1300011	978	0	0	0
PBANKA_1300021	891	8	9	2
PBANKA_1300031	738	23	44	32
PBANKA_1300041	744	0	0	0
PBANKA_1300051	726	0	0	0
PBANKA_1300061	1884	1	0	0
PBANKA_1300071	831	0	0	0
PBANKA_1300081	909	1	0	0
PBANKA_1300091	1005	49	77	4
PBANKA_1300096	753	25	64	10
PBANKA_1300100	900	28	91	4
PBANKA_1300200	927	38	65	12
PBANKA_1300500	1503	382	917	325
PBANKA_1300600	1905	90	357	59
PBANKA_1300700	4848	7693	21450	8375
PBANKA_1300800	16116	100	1032	118
PBANKA_1300900	684	641	2306	314
PBANKA_1301000	2817	221	581	194
PBANKA_1301100	4245	62	218	81
PBANKA_1301200	405	4	14	8
PBANKA_1301300	1014	1924	3187	1291
PBANKA_1301400	762	621	1276	419
PBANKA_1301500	2247	87	481	77
PBANKA_1301600	1179	454	1221	174
PBANKA_1301700	1809	226	709	156
PBANKA_1301800	8376	995	4436	545
PBANKA_1301900	2319	146	397	106
PBANKA_1302000	12876	300	1138	308
PBANKA_1302100	366	39	81	26
PBANKA_1302200	1143	731	904	325
PBANKA_1302241	104	13	16	12
PBANKA_1302261	74	7	6	19
PBANKA_1302300	5181	952	3562	2815
PBANKA_1302400	2814	313	989	207
PBANKA_1302500	897	242	451	95
PBANKA_1302600	1344	873	1717	592
PBANKA_1302700	2097	963	2796	742
PBANKA_1302800	588	1552	3907	1357
PBANKA_1302900	834	261	689	125
PBANKA_1303000	7074	66	316	91
PBANKA_1303100	3537	73	301	152
PBANKA_1303200	5016	305	1245	171
PBANKA_1303300	1074	2583	3751	1296
PBANKA_1303400	2628	275	629	143
PBANKA_1303500	543	1034	3055	526
PBANKA_1303600	990	103	153	97
PBANKA_1303700	705	310	787	189
PBANKA_1303800	747	2196	4357	1896
PBANKA_1303900	5994	4700	18765	4663
PBANKA_1304000	2952	457	995	176
PBANKA_1304100	1356	70	242	55
PBANKA_1304200	4437	129	292	145
PBANKA_1304300	3666	607	2479	653
PBANKA_1304400	1437	590	1557	551
PBANKA_1304500	1386	175	1080	123
PBANKA_1304600	2004	122	299	92
PBANKA_1304700	1587	44	144	26
PBANKA_1304800	708	64	82	20
PBANKA_1304900	1674	43	107	17
PBANKA_1305000	693	4322	5390	1618
PBANKA_1305100	654	564	2075	304
PBANKA_1305200	6501	6824	42221	4988
PBANKA_1305300	1482	632	1200	645
PBANKA_1305400	1509	113	383	74
PBANKA_1305500	1941	1178	2587	599
PBANKA_1305600	1356	152	264	91
PBANKA_1305700	678	559	1680	513
PBANKA_1305800	204	33	215	28
PBANKA_1305900	558	146	1075	61
PBANKA_1306000	330	999	7683	512
PBANKA_1306100	2787	64	282	38
PBANKA_1306200	1212	351	817	175
PBANKA_1306300	6000	612	2358	529
PBANKA_1306400	2100	99	267	66
PBANKA_1306500	7236	15	54	8
PBANKA_1306600	6111	301	1450	240
PBANKA_1306700	1248	13	52	38
PBANKA_1306800	8991	746	2062	738
PBANKA_1306900	3978	1189	2897	518
PBANKA_1307000	1557	2188	4680	1548
PBANKA_1307100	1749	88	378	61
PBANKA_1307200	306	52	235	33
PBANKA_1307300	2358	138	293	55
PBANKA_1307400	2349	181	396	87
PBANKA_1307500	5313	793	2730	497
PBANKA_1307600	825	236	688	129
PBANKA_1307700	1155	166	528	101
PBANKA_1307800	2643	277	610	172
PBANKA_1307900	684	34	186	36
PBANKA_1308000	20079	1321	9667	1876
PBANKA_1308100	624	113	674	93
PBANKA_1308200	882	845	2151	312
PBANKA_1308300	1521	38	114	25
PBANKA_1308400	4491	288	925	247
PBANKA_1308500	576	37	94	18
PBANKA_1308600	1110	19912	43315	2476
PBANKA_1308700	549	50	258	48
PBANKA_1308800	1203	376	588	208
PBANKA_1308900	3207	410	1253	178
PBANKA_1309000	2259	98	323	52
PBANKA_1309100	1749	32	135	30
PBANKA_1309200	2424	244	801	127
PBANKA_1309300	453	60	136	29
PBANKA_1309400	1629	628	1414	834
PBANKA_1309500	1026	223	659	141
PBANKA_1309600	3633	57	185	37
PBANKA_1309700	1569	1053	1546	785
PBANKA_1309750	114	13	156	11
PBANKA_1309800	1854	287	832	170
PBANKA_1309900	1908	514	1643	209
PBANKA_1310000	3600	263	983	184
PBANKA_1310100	1194	24	65	43
PBANKA_1310200	8148	996	3643	785
PBANKA_1310400	507	358	1038	282
PBANKA_1310500	1068	852	4416	575
PBANKA_1310600	615	743	1393	393
PBANKA_1310700	1137	1151	3900	760
PBANKA_1310800	816	3362	4909	1886
PBANKA_1310900	366	117	293	91
PBANKA_1311000	1398	114	539	120
PBANKA_1311100	339	158	346	39
PBANKA_1311200	750	226	591	116
PBANKA_1311300	435	330	1685	119
PBANKA_1311400	354	5314	16716	1747
PBANKA_1311500	1026	200	367	93
PBANKA_1311600	5268	274	940	203
PBANKA_1311700	2847	213	540	201
PBANKA_1311800	3555	126	464	102
PBANKA_1311900	474	15	38	9
PBANKA_1312000	3546	197	658	113
PBANKA_1312100	3813	413	1560	326
PBANKA_1312200	2493	805	1749	523
PBANKA_1312300	675	65	307	36
PBANKA_1312400	873	44	203	31
PBANKA_1312500	819	140	390	60
PBANKA_1312600	222	34	264	45
PBANKA_1312700	750	992	3626	753
PBANKA_1312800	2580	776	3183	681
PBANKA_1312900	267	510	3068	381
PBANKA_1313000	2166	331	833	183
PBANKA_1313100	3654	1114	4445	880
PBANKA_1313200	1695	5193	9817	2415
PBANKA_1313300	1458	94	440	72
PBANKA_1313400	3264	320	947	276
PBANKA_1313500	450	59	268	31
PBANKA_1313600	1014	59	198	59
PBANKA_1313700	1128	444	1193	396
PBANKA_1313800	1503	443	1093	328
PBANKA_1313900	390	49	128	29
PBANKA_1314000	2283	97	234	53
PBANKA_1314100	4962	487	1357	527
PBANKA_1314200	4422	246	598	172
PBANKA_1314300	1596	916	2224	413
PBANKA_1314400	2331	871	1750	537
PBANKA_1314500	1314	132	386	82
PBANKA_1314600	1194	40	104	36
PBANKA_1314700	2397	298	1021	287
PBANKA_1314800	2499	3353	4745	2140
PBANKA_1314900	4113	3368	8081	2605
PBANKA_1315000	696	920	2515	335
PBANKA_1315100	3486	125	508	108
PBANKA_1315200	447	16	197	14
PBANKA_1315300	2640	17038	38413	12427
PBANKA_1315400	534	323	674	210
PBANKA_1315500	2664	1397	2446	764
PBANKA_1315600	2958	195	597	110
PBANKA_1315700	6246	880	1750	437
PBANKA_1315800	1020	50	147	21
PBANKA_1315900	1578	132	475	121
PBANKA_1316000	1062	80	314	60
PBANKA_1316100	2280	2600	7977	1792
PBANKA_1316200	639	99	261	86
PBANKA_1316300	9630	571	2444	531
PBANKA_1316400	957	738	1345	505
PBANKA_1316500	771	129	508	77
PBANKA_1316600	684	96	313	43
PBANKA_1316700	2463	30	66	19
PBANKA_1316800	2082	236	745	174
PBANKA_1316900	4374	333	903	252
PBANKA_1317000	231	2	2	7
PBANKA_1317100	5718	315	1022	285
PBANKA_1317200	3606	14436	34881	12462
PBANKA_1317300	4974	186	506	116
PBANKA_1317400	768	2188	3953	1416
PBANKA_1317500	2853	1109	2038	439
PBANKA_1317600	2493	448	847	257
PBANKA_1317700	1491	203	448	88
PBANKA_1317800	327	107	323	92
PBANKA_1317900	4107	224	604	142
PBANKA_1318000	2889	24	74	24
PBANKA_1318100	2331	1786	5139	935
PBANKA_1318200	486	589	1573	401
PBANKA_1318300	702	58	167	60
PBANKA_1318400	1419	295	524	235
PBANKA_1318500	519	3451	12050	1623
PBANKA_1318600	462	88425	252589	29277
PBANKA_1318700	1236	123	234	91
PBANKA_1318800	516	1762	4698	1077
PBANKA_1318900	618	1039	2371	270
PBANKA_1319000	2109	5079	19992	2471
PBANKA_1319100	858	859	2011	559
PBANKA_1319200	3204	720	1673	750
PBANKA_1319300	5694	110	301	87
PBANKA_1319400	2835	214	679	259
PBANKA_1319500	4911	19159	69006	13450
PBANKA_1319600	879	26	198	22
PBANKA_1319700	2223	436	1151	426
PBANKA_1319800	1455	45	144	14
PBANKA_1319900	2697	27	69	22
PBANKA_1320000	1305	16	68	10
PBANKA_1320100	2370	566	2120	585
PBANKA_1320200	6828	2457	5848	2335
PBANKA_1320300	846	44	110	36
PBANKA_1320400	2085	421	1114	309
PBANKA_1320500	2151	1405	2619	710
PBANKA_1320600	396	61	271	55
PBANKA_1320700	1236	1648	3881	974
PBANKA_1320800	2466	17696	43263	11390
PBANKA_1320900	315	1413	2217	1239
PBANKA_1321000	1776	233	824	145
PBANKA_1321100	8937	410	923	216
PBANKA_1321200	1293	757	1982	346
PBANKA_1321300	1629	109	496	115
PBANKA_1321400	4248	429	1080	301
PBANKA_1321500	1476	423	741	188
PBANKA_1321600	10026	628	2351	417
PBANKA_1321700	1560	510	954	252
PBANKA_1321800	177	9	44	10
PBANKA_1321900	336	64	148	34
PBANKA_1322000	4386	501	1307	259
PBANKA_1322100	951	34	138	25
PBANKA_1322200	3858	334	1138	251
PBANKA_1322300	3864	220	722	129
PBANKA_1322400	1059	194	1078	51
PBANKA_1322500	2220	65	293	59
PBANKA_1322600	690	93	376	53
PBANKA_1322700	2037	300	860	197
PBANKA_1322800	2523	208	696	124
PBANKA_1322900	600	155	395	81
PBANKA_1323000	1020	40	153	33
PBANKA_1323100	2871	51	200	43
PBANKA_1323200	2529	384	948	240
PBANKA_1323300	690	646	914	477
PBANKA_1323400	738	729	3088	335
PBANKA_1323500	582	45	151	36
PBANKA_1323600	900	58	160	32
PBANKA_1323700	960	197	430	100
PBANKA_1323800	1863	3363	7215	1327
PBANKA_1323900	882	1241	2299	496
PBANKA_1324000	210	171	1989	112
PBANKA_1324100	687	284	777	171
PBANKA_1324200	3933	191	684	116
PBANKA_1324300	453	73	270	51
PBANKA_1324400	441	691	2578	402
PBANKA_1324500	1803	12	59	10
PBANKA_1324600	816	70	161	32
PBANKA_1324700	1167	45	200	28
PBANKA_1324800	1830	190	750	106
PBANKA_1324900	552	81	333	37
PBANKA_1325000	204	1495	2093	1021
PBANKA_1325100	981	718	1670	330
PBANKA_1325200	615	701	1881	660
PBANKA_1325300	2016	480	1171	463
PBANKA_1325400	405	1018	4912	1155
PBANKA_1325500	4455	642	2393	665
PBANKA_1325600	3234	150	271	68
PBANKA_1325700	366	47	155	24
PBANKA_1325800	3723	84	284	43
PBANKA_1325900	222	87	343	49
PBANKA_1326000	3894	452	1567	379
PBANKA_1326100	2331	274	906	172
PBANKA_1326200	1548	140	330	88
PBANKA_1326300	1185	1703	2578	718
PBANKA_1326400	1014	27643	61840	13954
PBANKA_1326500	2280	59	158	49
PBANKA_1326600	951	659	3103	446
PBANKA_1326700	16947	348	1305	349
PBANKA_1326800	1035	394	663	176
PBANKA_1326900	1626	168	689	117
PBANKA_1327000	1017	160	432	100
PBANKA_1327021	906	486	1052	142
PBANKA_1327041	411	2	11	1
PBANKA_1327061	981	64	211	23
PBANKA_1327080	222	26	233	19
PBANKA_1327100	2769	143	445	91
PBANKA_1327200	345	44	184	20
PBANKA_1327251	906	516	1528	285
PBANKA_1327300	840	2079	3803	548
PBANKA_1327400	1857	67	147	40
PBANKA_1327500	2532	33	67	22
PBANKA_1327600	1053	23	158	33
PBANKA_1327700	2367	168	653	82
PBANKA_1327800	315	413	1220	183
PBANKA_1327900	8829	429	3325	343
PBANKA_1328000	3969	242	677	183
PBANKA_1328100	1149	344	1169	235
PBANKA_1328200	360	96	371	26
PBANKA_1328300	2112	482	805	463
PBANKA_1328400	831	1085	3256	583
PBANKA_1328500	2445	34	86	37
PBANKA_1328600	1050	10	41	13
PBANKA_1328700	2589	162	451	56
PBANKA_1328800	270	1678	3173	1123
PBANKA_1328900	4407	225	577	237
PBANKA_1329000	1494	397	988	281
PBANKA_1329100	1122	9638	17571	7509
PBANKA_1329200	19416	824	7878	1199
PBANKA_1329300	669	2712	6167	1740
PBANKA_1329400	939	2420	8413	1911
PBANKA_1329500	2646	1469	2618	916
PBANKA_1329600	6348	658	2192	773
PBANKA_1329700	3660	1726	3597	1469
PBANKA_1329800	2832	763	1592	678
PBANKA_1329900	387	2310	17597	897
PBANKA_1330000	822	37	290	26
PBANKA_1330100	540	240	693	158
PBANKA_1330200	2670	132	337	88
PBANKA_1330300	3150	257	902	230
PBANKA_1330400	1401	35	68	26
PBANKA_1330500	1626	19	57	18
PBANKA_1330600	1488	76	124	38
PBANKA_1330700	900	589	2914	264
PBANKA_1330800	1332	277	982	160
PBANKA_1330900	2247	232	1015	96
PBANKA_1331000	252	62	364	42
PBANKA_1331100	279	173	921	81
PBANKA_1331200	4599	787	3136	1073
PBANKA_1331300	5589	745	3020	530
PBANKA_1331400	7872	1612	7733	1985
PBANKA_1331500	630	14	35	16
PBANKA_1331600	744	104	589	55
PBANKA_1331700	2226	266	671	258
PBANKA_1331800	654	344	1184	224
PBANKA_1331900	1197	1302	2868	937
PBANKA_1332000	2094	519	1531	467
PBANKA_1332100	2340	279	876	270
PBANKA_1332200	495	116	308	51
PBANKA_1332300	762	67	349	42
PBANKA_1332400	1089	277	797	151
PBANKA_1332500	765	160	383	84
PBANKA_1332600	2109	119	417	58
PBANKA_1332700	2484	175	810	72
PBANKA_1332800	8994	1458	7173	1435
PBANKA_1332900	657	47	125	26
PBANKA_1333000	480	275	581	186
PBANKA_1333100	1221	67	248	66
PBANKA_1333200	339	47	267	39
PBANKA_1333300	6456	344	1039	218
PBANKA_1333400	504	39	149	23
PBANKA_1333500	342	102	256	68
PBANKA_1333600	396	313	670	186
PBANKA_1333700	2382	7741	18424	5673
PBANKA_1333800	1089	124	488	92
PBANKA_1333900	1734	172	496	98
PBANKA_1334000	3123	145	601	107
PBANKA_1334100	588	175	550	134
PBANKA_1334200	1485	260	574	162
PBANKA_1334300	810	259	919	121
PBANKA_1334400	2010	841	1245	562
PBANKA_1334500	1542	70	146	42
PBANKA_1334600	1374	566	1728	284
PBANKA_1334700	1347	5406	12314	3095
PBANKA_1334800	3546	3609	34464	2397
PBANKA_1334900	2511	1859	23973	1317
PBANKA_1335000	879	2087	7794	1396
PBANKA_1335100	5700	380	1533	149
PBANKA_1335200	606	240	507	123
PBANKA_1335300	945	337	1002	143
PBANKA_1335400	4893	556	1537	307
PBANKA_1335500	1566	155	526	100
PBANKA_1335600	3345	73	187	74
PBANKA_1335700	657	388	1304	167
PBANKA_1335800	1632	168	633	77
PBANKA_1335900	2418	175	424	135
PBANKA_1336000	1059	69	368	48
PBANKA_1336100	1086	34	99	26
PBANKA_1336200	450	437	1738	229
PBANKA_1336300	1824	254	828	150
PBANKA_1336400	909	242	1374	208
PBANKA_1336500	2613	218	570	48
PBANKA_1336600	1989	1050	2197	788
PBANKA_1336700	1824	238	604	118
PBANKA_1336800	336	165	204	74
PBANKA_1336900	1527	331	697	107
PBANKA_1337000	1836	195	671	126
PBANKA_1337100	2133	1359	2211	618
PBANKA_1337200	786	275	981	222
PBANKA_1337300	990	228	932	116
PBANKA_1337400	1674	301	684	161
PBANKA_1337500	9597	686	2041	477
PBANKA_1337600	3798	787	1721	447
PBANKA_1337700	1002	90	324	64
PBANKA_1337800	2028	164	647	144
PBANKA_1337900	1071	111	374	79
PBANKA_1338000	342	100	888	54
PBANKA_1338100	792	15729	43155	8459
PBANKA_1338200	690	700	2956	472
PBANKA_1338300	573	688	1578	433
PBANKA_1338400	366	647	1025	314
PBANKA_1338500	1011	125	385	68
PBANKA_1338600	546	314	2427	243
PBANKA_1338700	1557	1700	3165	1119
PBANKA_1338800	1317	87	278	78
PBANKA_1338900	873	55397	117115	19859
PBANKA_1339000	3060	148	363	95
PBANKA_1339100	954	34	132	18
PBANKA_1339200	3345	60	174	51
PBANKA_1339300	1563	268	623	210
PBANKA_1339400	1338	242	792	133
PBANKA_1339500	12876	468	1397	397
PBANKA_1339600	582	474	1722	292
PBANKA_1339700	3201	113	311	95
PBANKA_1339800	3393	230	469	128
PBANKA_1339900	663	177	443	114
PBANKA_1340000	1419	41	85	34
PBANKA_1340100	951	6894	23614	4371
PBANKA_1340200	234	333	1195	203
PBANKA_1340300	1293	182	352	122
PBANKA_1340400	1005	2075	4284	1952
PBANKA_1340500	9948	151	626	271
PBANKA_1340600	1719	570	1392	291
PBANKA_1340700	426	99	870	68
PBANKA_1340800	237	187	410	76
PBANKA_1340900	4509	28	185	38
PBANKA_1341000	7080	854	3879	609
PBANKA_1341100	507	1201	4270	673
PBANKA_1341200	996	137	595	101
PBANKA_1341300	2130	76	323	42
PBANKA_1341400	795	45	175	36
PBANKA_1341500	1533	410	660	374
PBANKA_1341600	1425	126	259	66
PBANKA_1341700	6015	395	1665	285
PBANKA_1341800	12030	1059	3102	559
PBANKA_1341900	1518	228	565	153
PBANKA_1342000	1251	141	578	88
PBANKA_1342100	3249	47	160	40
PBANKA_1342200	2835	42	181	48
PBANKA_1342300	1026	4488	12644	3734
PBANKA_1342400	720	113	352	92
PBANKA_1342500	4566	13108	36931	9712
PBANKA_1342600	882	36	150	23
PBANKA_1342700	2595	34	117	37
PBANKA_1342800	687	119	270	83
PBANKA_1342900	834	38	243	28
PBANKA_1343000	1635	501	1141	323
PBANKA_1343100	393	19	176	36
PBANKA_1343200	6918	2548	9209	1438
PBANKA_1343300	813	1307	1971	784
PBANKA_1343400	7236	769	2589	324
PBANKA_1343500	963	186	734	101
PBANKA_1343600	1263	137	340	98
PBANKA_1343700	1155	581	1872	389
PBANKA_1343750	271	434	4528	88
PBANKA_1343800	837	353	699	191
PBANKA_1343900	1179	94	303	65
PBANKA_1344000	6039	407	930	250
PBANKA_1344100	5898	884	2539	678
PBANKA_1344200	867	84	372	117
PBANKA_1344300	1542	1105	2124	318
PBANKA_1344400	2088	325	659	175
PBANKA_1344500	6219	826	1874	447
PBANKA_1344600	942	277	860	161
PBANKA_1344700	1293	73	303	46
PBANKA_1344800	3153	62	215	55
PBANKA_1344900	1581	67	271	46
PBANKA_1345000	621	200	430	131
PBANKA_1345100	579	49	178	14
PBANKA_1345200	672	65	95	31
PBANKA_1345300	987	262	681	163
PBANKA_1345400	855	455	1023	211
PBANKA_1345500	1731	1189	4005	876
PBANKA_1345600	1434	447	1002	283
PBANKA_1345700	1719	220	770	94
PBANKA_1345800	1500	263	957	225
PBANKA_1345850	80	2	7	3
PBANKA_1345900	1644	143	383	111
PBANKA_1346000	3234	131	365	146
PBANKA_1346100	867	108	359	50
PBANKA_1346200	555	493	1420	289
PBANKA_1346300	1407	2844	9572	2266
PBANKA_1346400	1449	461	1142	551
PBANKA_1346500	666	60	304	65
PBANKA_1346600	2559	476	1188	351
PBANKA_1346700	420	2141	4603	913
PBANKA_1346750	84	14	34	10
PBANKA_1346800	846	333	959	169
PBANKA_1346900	1596	162	498	111
PBANKA_1347000	2913	2149	5936	423
PBANKA_1347100	462	14	58	14
PBANKA_1347200	2031	330	711	287
PBANKA_1347300	639	81	342	84
PBANKA_1347400	1530	210	613	104
PBANKA_1347500	1455	128	369	67
PBANKA_1347600	744	139	268	82
PBANKA_1347700	3828	561	1347	406
PBANKA_1347800	783	707	1471	420
PBANKA_1347900	4821	261	914	131
PBANKA_1348000	645	58	204	28
PBANKA_1348100	696	63	270	40
PBANKA_1348200	1098	88	454	62
PBANKA_1348300	3471	291	564	135
PBANKA_1348400	501	307	1075	153
PBANKA_1348500	741	96	313	61
PBANKA_1348600	3585	133	493	106
PBANKA_1348700	1371	318	1434	151
PBANKA_1348800	2658	558	1929	378
PBANKA_1348900	1530	195	792	251
PBANKA_1349000	1026	1302	3573	200
PBANKA_1349100	1008	320	501	129
PBANKA_1349200	855	538	2937	136
PBANKA_1349300	672	327	1183	134
PBANKA_1349400	1509	80	209	59
PBANKA_1349500	1098	129	233	72
PBANKA_1349600	3933	262	660	208
PBANKA_1349700	2043	262	823	145
PBANKA_1349800	1821	302	537	239
PBANKA_1349900	1317	155	415	113
PBANKA_1350000	498	120	273	81
PBANKA_1350100	699	86	240	89
PBANKA_1350200	1077	84	294	69
PBANKA_1350300	855	336	1329	197
PBANKA_1350350	95	2	8	0
PBANKA_1350400	276	327	905	118
PBANKA_1350500	366	545	924	299
PBANKA_1350600	1068	335	746	234
PBANKA_1350700	1989	190	444	120
PBANKA_1350800	2883	43	161	38
PBANKA_1350900	906	71	288	37
PBANKA_1351000	3093	287	601	168
PBANKA_1351100	2508	373	751	229
PBANKA_1351200	1641	55	412	89
PBANKA_1351300	5595	1812	4969	1270
PBANKA_1351351	82	14	18	9
PBANKA_1351400	1851	156	617	152
PBANKA_1351500	1689	81	281	59
PBANKA_1351600	813	11	56	7
PBANKA_1351700	1593	509	2401	290
PBANKA_1351800	1503	479	982	351
PBANKA_1351900	696	227	1453	149
PBANKA_1352000	1212	514	1824	240
PBANKA_1352100	1356	1970	5611	434
PBANKA_1352200	2130	77	274	28
PBANKA_1352300	2295	423	1479	334
PBANKA_1352400	1890	510	1411	387
PBANKA_1352500	1629	17062	23353	10823
PBANKA_1352600	2715	1259	3035	738
PBANKA_1352621	72	4	7	14
PBANKA_1352641	72	34	14	14
PBANKA_1352700	816	288	498	173
PBANKA_1352800	483	348	1186	161
PBANKA_1352900	327	57	440	45
PBANKA_1353000	1437	66	206	36
PBANKA_1353100	4914	777	3794	727
PBANKA_1353200	231	54	201	34
PBANKA_1353300	2430	186	510	141
PBANKA_1353400	2439	215	1074	137
PBANKA_1353500	846	55	175	22
PBANKA_1353600	177	11	10	1
PBANKA_1353700	2532	142	317	71
PBANKA_1353800	1104	12313	34720	7852
PBANKA_1353900	3381	332	1652	307
PBANKA_1354000	1368	92	155	77
PBANKA_1354100	687	1955	2573	942
PBANKA_1354200	318	357	2414	193
PBANKA_1354300	1728	2502	6692	1535
PBANKA_1354351	74	888	713	250
PBANKA_1354380	108	66	197	39
PBANKA_1354400	555	2462	5929	1887
PBANKA_1354500	564	1827	7377	989
PBANKA_1354550	88	18	66	17
PBANKA_1354600	1455	41	124	25
PBANKA_1354700	2298	157	310	102
PBANKA_1354800	315	199	846	89
PBANKA_1354900	1386	24286	64454	11091
PBANKA_1355000	750	703	1359	303
PBANKA_1355100	933	2221	3858	1445
PBANKA_1355200	2745	1044	2498	676
PBANKA_1355300	2730	57	154	52
PBANKA_1355400	789	8	40	3
PBANKA_1355500	1035	579	1136	445
PBANKA_1355600	726	48	182	34
PBANKA_1355700	2454	20679	46481	13892
PBANKA_1355800	177	78	225	50
PBANKA_1355900	1713	11629	27024	6448
PBANKA_1356000	11154	352	1319	357
PBANKA_1356100	1044	390	1413	163
PBANKA_1356200	1560	268	866	137
